geneId	baseMean_ICP4	log2FoldChange_ICP4	lfcSE_ICP4	stat_ICP4	pvalue_ICP4	padj_ICP4	gene_ICP4	baseMean_n208	log2FoldChange_n208	lfcSE_n208	stat_n208	pvalue_n208	padj_n208	gene_n208	baseMean_n6	log2FoldChange_n6	lfcSE_n6	stat_n6	pvalue_n6	padj_n6	gene_n6	baseMean_RR_LL	log2FoldChange_RR_LL	lfcSE_RR_LL	stat_RR_LL	pvalue_RR_LL	padj_RR_LL	gene_RR_LL	DE_ICP4	DE_n208	DE_n6	DE_RR_LL	seqnames_2h	start_2h	end_2h	width_2h	strand_2h	V4_2h	V5_2h	V6_2h	V7_2h	V8_2h	V9_2h	V10_2h	annotation_2h	geneChr_2h	geneStart_2h	geneEnd_2h	geneLength_2h	geneStrand_2h	transcriptId_2h	distanceToTSS_2h	external_gene_name_2h	annotation_short_2h	seqnames_4h	start_4h	end_4h	width_4h	strand_4h	V4_4h	V5_4h	V6_4h	V7_4h	V8_4h	V9_4h	V10_4h	annotation_4h	geneChr_4h	geneStart_4h	geneEnd_4h	geneLength_4h	geneStrand_4h	transcriptId_4h	distanceToTSS_4h	external_gene_name_4h	annotation_short_4h
ENSG00000001630	537.40616806697	0.512142696015378	0.314588069352149	1.62797876305375	0.10352938891668	0.232848720666599	CYP51A1	419.35472378854	-0.0177392712080164	0.27089368914379	-0.0654842542256509	0.947788442733251	0.971845118187544	CYP51A1	660.397198988866	0.449089050742726	0.369343225756547	1.21591251558176	0.22401824989871	0.375475588541167	CYP51A1	334.568527301391	0.982820746147658	0.241970790221547	4.06173301020256	4.87097668141053e-05	0.000304905657560307	CYP51A1	FALSE	FALSE	FALSE	FALSE	7	92134327	92134544	218	*	KOS_2h_peak_14617	62	.	3.93537	9.47403	6.24668	34	Promoter (<=1kb)	7	92084987	92134503	49517	2	ENST00000691309	0	CYP51A1	Promoter (<=1kb)	7	92134329	92134380	52	*	KOS_4h_peak_1330	34	.	5.48383	7.97217	3.48058	33	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	97	CYP51A1	Promoter (<=1kb)
ENSG00000001630	537.40616806697	0.512142696015378	0.314588069352149	1.62797876305375	0.10352938891668	0.232848720666599	CYP51A1	419.35472378854	-0.0177392712080164	0.27089368914379	-0.0654842542256509	0.947788442733251	0.971845118187544	CYP51A1	660.397198988866	0.449089050742726	0.369343225756547	1.21591251558176	0.22401824989871	0.375475588541167	CYP51A1	334.568527301391	0.982820746147658	0.241970790221547	4.06173301020256	4.87097668141053e-05	0.000304905657560307	CYP51A1	FALSE	FALSE	FALSE	FALSE	7	92133507	92134236	730	*	KOS_2h_peak_14616	147	.	5.95427	18.39227	14.71943	335	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	241	CYP51A1	Promoter (<=1kb)	7	92134329	92134380	52	*	KOS_4h_peak_1330	34	.	5.48383	7.97217	3.48058	33	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	97	CYP51A1	Promoter (<=1kb)
ENSG00000001630	537.40616806697	0.512142696015378	0.314588069352149	1.62797876305375	0.10352938891668	0.232848720666599	CYP51A1	419.35472378854	-0.0177392712080164	0.27089368914379	-0.0654842542256509	0.947788442733251	0.971845118187544	CYP51A1	660.397198988866	0.449089050742726	0.369343225756547	1.21591251558176	0.22401824989871	0.375475588541167	CYP51A1	334.568527301391	0.982820746147658	0.241970790221547	4.06173301020256	4.87097668141053e-05	0.000304905657560307	CYP51A1	FALSE	FALSE	FALSE	FALSE	7	92134650	92135017	368	*	KOS_2h_peak_14618	232	.	8.93664	27.18485	23.25215	213	Promoter (<=1kb)	7	92113412	92134803	21392	2	ENST00000450723	0	CYP51A1	Promoter (<=1kb)	7	92134329	92134380	52	*	KOS_4h_peak_1330	34	.	5.48383	7.97217	3.48058	33	Promoter (<=1kb)	7	92112153	92134477	22325	2	ENST00000003100	97	CYP51A1	Promoter (<=1kb)
ENSG00000004975	2124.32224326736	-0.109837618524744	0.228086779574003	-0.481560653054456	0.63011808318105	0.765447923490932	DVL2	1975.87741653267	-0.490892887763728	0.242114739781025	-2.02752169573692	0.0426090879587834	0.1186671699184	DVL2	2900.57691243382	-0.0320974864063015	0.253743744973017	-0.12649567542922	0.899339572057985	0.940549438380229	DVL2	1130.62716815974	-0.255654791746023	0.192438287024737	-1.32850274079378	0.184012078736806	0.302183113173515	DVL2	FALSE	FALSE	FALSE	FALSE	17	7233811	7234867	1057	*	KOS_2h_peak_6374	588	.	16.39046	63.86823	58.85812	490	Promoter (<=1kb)	17	7225342	7234517	9176	2	ENST00000005340	0	DVL2	Promoter (<=1kb)	17	7234212	7234363	152	*	KOS_4h_peak_559	51	.	6.0395	9.79399	5.10335	66	Promoter (<=1kb)	17	7225455	7234318	8864	2	ENST00000575458	0	DVL2	Promoter (<=1kb)
ENSG00000005448	762.929031170403	-0.330492204912321	0.221032819769659	-1.49521779279987	0.134857611395547	0.278349317633663	WDR54	747.294402896148	-0.691731625401172	0.239529470690754	-2.88787690051817	0.00387851628992538	0.0188305655368829	WDR54	956.081712357557	-0.511855086103319	0.272656819015758	-1.87728694243197	0.0604787768839632	0.142021856312231	WDR54	463.655203270042	-0.176754553644291	0.229910312408206	-0.768797849008457	0.44201332601718	0.577860164810657	WDR54	FALSE	FALSE	FALSE	FALSE	2	74421377	74422146	770	*	KOS_2h_peak_9114	383	.	12.49034	42.56436	38.37276	397	Promoter (<=1kb)	2	74421678	74425474	3797	1	ENST00000461531	0	WDR54	Promoter (<=1kb)	2	74421753	74421872	120	*	KOS_4h_peak_842	70	.	7.3613	11.93345	7.04485	39	Promoter (<=1kb)	2	74421759	74425650	3892	1	ENST00000480089	0	WDR54	Promoter (<=1kb)
ENSG00000006062	735.904587647547	0.407958625655206	0.712716056722902	0.572399936562418	0.567051058823262	0.717691216133452	MAP3K14	606.025732655552	-0.031005931996038	0.321353069387387	-0.0964855635427608	0.923134939054126	0.958108016025367	MAP3K14	896.819099380919	0.310286378772025	0.301648027718549	1.02863718725035	0.303650196410404	0.462559826173359	MAP3K14	238.145206052895	-1.123332158449	0.264391687148995	-4.24874235102543	2.14973994505487e-05	0.00014709030325221	MAP3K14	FALSE	FALSE	FALSE	FALSE	17	45316604	45316743	140	*	KOS_2h_peak_6847	72	.	5.43982	10.57334	7.27414	96	Promoter (<=1kb)	17	45263119	45317020	53902	2	ENST00000344686	277	MAP3K14	Promoter (<=1kb)	17	45317202	45317267	66	*	KOS_4h_peak_602	38	.	4.99813	8.40895	3.87883	35	Promoter (<=1kb)	17	45264636	45317029	52394	2	ENST00000617331	-173	MAP3K14	Promoter (<=1kb)
ENSG00000006062	735.904587647547	0.407958625655206	0.712716056722902	0.572399936562418	0.567051058823262	0.717691216133452	MAP3K14	606.025732655552	-0.031005931996038	0.321353069387387	-0.0964855635427608	0.923134939054126	0.958108016025367	MAP3K14	896.819099380919	0.310286378772025	0.301648027718549	1.02863718725035	0.303650196410404	0.462559826173359	MAP3K14	238.145206052895	-1.123332158449	0.264391687148995	-4.24874235102543	2.14973994505487e-05	0.00014709030325221	MAP3K14	FALSE	FALSE	FALSE	FALSE	17	45316805	45317430	626	*	KOS_2h_peak_6848	291	.	9.54367	33.17112	29.11802	405	Promoter (<=1kb)	17	45263119	45317020	53902	2	ENST00000344686	0	MAP3K14	Promoter (<=1kb)	17	45317202	45317267	66	*	KOS_4h_peak_602	38	.	4.99813	8.40895	3.87883	35	Promoter (<=1kb)	17	45264636	45317029	52394	2	ENST00000617331	-173	MAP3K14	Promoter (<=1kb)
ENSG00000006194	534.011043088009	0.351372208108754	0.181577609225666	1.9351075807594	0.0529770954578771	0.14611322871219	ZNF263	505.300933880133	0.275721857566429	0.200980571395867	1.37188314099946	0.17009981947656	0.323104656508254	ZNF263	725.09006734871	0.476658102876428	0.224553584933108	2.1226920203408	0.0337796681249176	0.0902164820057241	ZNF263	270.814002589956	0.28889445307827	0.229225799044701	1.2603051414031	0.207559305983128	0.330361870124991	ZNF263	FALSE	FALSE	FALSE	FALSE	16	3282391	3283196	806	*	KOS_2h_peak_5525	477	.	16.77869	52.0543	47.70757	302	Promoter (<=1kb)	16	3283283	3293389	10107	1	ENST00000574253	-87	ZNF263	Promoter (<=1kb)	16	3282504	3282679	176	*	KOS_4h_peak_457	50	.	5.99808	9.72704	5.04225	90	Promoter (<=1kb)	16	3283283	3293389	10107	1	ENST00000574253	-604	ZNF263	Promoter (<=1kb)
ENSG00000006459	615.47982797607	0.627059559442285	0.406200535980347	1.543719182765	0.122656377092459	0.261009727793579	KDM7A	507.14105342955	0.302562159956172	0.224902470284447	1.34530385359265	0.178527129623027	0.334249436959534	KDM7A	594.254822702476	0.0588899102927908	0.341295010715037	0.172548406639207	0.863006408991825	0.917671466024514	KDM7A	226.956902469372	-0.19328463103047	0.333297259369539	-0.579916652768417	0.56197082518535	0.685181444897265	KDM7A	FALSE	FALSE	FALSE	FALSE	7	140175576	140177841	2266	*	KOS_2h_peak_14863	523	.	15.69593	56.85698	52.32367	167	Promoter (<=1kb)	7	140084746	140176983	92238	2	ENST00000397560	0	KDM7A	Promoter (<=1kb)	7	140175813	140175996	184	*	KOS_4h_peak_1359	84	.	7.55992	13.42248	8.42587	80	Promoter (<=1kb)	7	140084746	140176983	92238	2	ENST00000397560	987	KDM7A	Promoter (<=1kb)
ENSG00000006607	2594.65062683328	0.222074721884456	0.177566131694905	1.25065923194196	0.211058830322467	0.377264000074129	FARP2	2362.81835389186	-0.0223936805183777	0.188091822244201	-0.119057172455397	0.905230060767081	0.948039040551329	FARP2	3535.45353217	0.33746003731942	0.243158844016943	1.3878172463096	0.165192701830208	0.301237490915433	FARP2	1236.2542248362	-0.0775689690365617	0.170469257885075	-0.455032009870403	0.649086210322279	0.756782542637326	FARP2	FALSE	FALSE	FALSE	FALSE	2	241356277	241356616	340	*	KOS_2h_peak_9808	128	.	6.15973	16.4144	12.81681	104	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	0	FARP2	Promoter (<=1kb)	2	241355908	241355967	60	*	KOS_4h_peak_916	41	.	4.19812	8.71181	4.12508	31	Promoter (<=1kb)	2	241356285	241494841	138557	1	ENST00000264042	-318	FARP2	Promoter (<=1kb)
